code,ticker,codesource,name,market,category,cur,country,continent,date,short_name,coverage,benchmark,performance,month_history,updated,industry,sector
STKVNBKC,BKC,,BAC KAN MINERAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BAC KAN MINERAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNBKG,BKG,,BKG VIET NAM INVESTMENT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BKG VIET NAM INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNBMC,BMC,,BINH DINH MINERALS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BINH DINH MINERALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNBMI,BMI,,BAO MINH INSURANCE,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,BAO MINH INSURANCE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INSURANCE,FINANCIALS
STKVNBMP,BMP,,BINH MINH PLASTICS,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,BINH MINH PLASTICS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNBNA,BNA,,BAO NGOC INVESTMENT PRODUCTION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BAO NGOC INVESTMENT PRODUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNBPC,BPC,,BIMSON PACKING CO.,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BIMSON PACKING CO.,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNBRC,BRC,,BEN THANH RUBBER,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BEN THANH RUBBER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNBSC,BSC,,BENTHANH SERVICE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BENTHANH SERVICE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNBSI,BSI,,BIDV SECURITIES,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,BIDV SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNBST,BST,,BINH THUAN BOOKS & EQUIPMENTS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BINH THUAN BOOKS & EQUIPMENTS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,MEDIA,CONSUMER SERVICES
STKVNBTP,BTP,,BA RIA THERMAL POWER,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BA RIA THERMAL POWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNBTS,BTS,,VICEM BUTSON,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VICEM BUTSON,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNBTT,BTT,,BEN THANH TRADING AND SERVICE,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BEN THANH TRADING AND SERVICE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNBTW,BTW,,BEN THANH WATER SUPPLY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BEN THANH WATER SUPPLY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNBVH,BVH,,BAO VIET GROUP,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,BAO VIET GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INSURANCE,FINANCIALS
STKVNBVS,BVS,,BAO VIET SECURITIES,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,BAO VIET SECURITIES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNBWE,BWE,,BINH DUONG WATER ENVIRONMENT,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,BINH DUONG WATER ENVIRONMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNBXH,BXH,,HAIPHONG CEMENT PACKING,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HAIPHONG CEMENT PACKING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNC32,C32,,CONSTRUCTION INVESTMENT 3-2,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CONSTRUCTION INVESTMENT 3-2,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNC47,C47,,CONSTRUCTION 47,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CONSTRUCTION 47,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNC69,C69,,1369 CONSTRUCTION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,1369 CONSTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCAG,CAG,,AN GIANG PORT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,AN GIANG PORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCAN,CAN,,HALONG CANFOCO,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HALONG CANFOCO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNCAP,CAP,,YEN BAI FOREST AGRICULTURAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,YEN BAI FOREST AGRICULTURAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNCCI,CCI,,CIDICO,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CIDICO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCCL,CCL,,CUU LONG PETRO URBAN DEVELOPMENT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CUU LONG PETRO URBAN DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCCR,CCR,,CAM RANH PORT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAM RANH PORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCDC,CDC,,CHUONG DUONG CORP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CHUONG DUONG CORP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCDN,CDN,,DA NANG PORT,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,DA NANG PORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCEO,CEO,,CEO GROUP,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,CEO GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCET,CET,,TECH - VINA,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,TECH - VINA,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNCHP,CHP,,CENTRAL HYDROPOWER,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,CENTRAL HYDROPOWER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNCIA,CIA,,CAM RANH INTERNATIONAL AIRPORT SERVICES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAM RANH INTERNATIONAL AIRPORT SERVICES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCIG,CIG,,COMA 18,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,COMA 18,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCII,CII,,HO CHI MINH INFRASTRUCTURE,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,HO CHI MINH INFRASTRUCTURE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCJC,CJC,,CENTRAL ELECTRICAL MECHANICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CENTRAL ELECTRICAL MECHANICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCKG,CKG,,KIEN GIANG CONSTRUCTION INVESTMENT CONSULTANCY GROUP,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,KIEN GIANG CONSTRUCTION INVESTMENT CONSULTANCY GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCKV,CKV,,COKYVINA,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,COKYVINA,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNCLC,CLC,,CAT LOI TOBACCO,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAT LOI TOBACCO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
STKVNCLH,CLH,,LA HIEN CEMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,LA HIEN CEMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCLL,CLL,,CAT LAI PORT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAT LAI PORT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCLM,CLM,,COALIMEX,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,COALIMEX,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNCLW,CLW,,CHOLON WATER SUPPLY,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CHOLON WATER SUPPLY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNCMC,CMC,,CMC INVESTMENT,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CMC INVESTMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,AUTOMOBILES & PARTS,CONSUMER GOODS
STKVNCMG,CMG,,CMC CORPORATION,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,CMC CORPORATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TECHNOLOGY,TECHNOLOGY
STKVNCMS,CMS,,CM VIETNAM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CM VIETNAM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCMV,CMV,,CA MAU TRADING,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CA MAU TRADING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNCMX,CMX,,CAMIMEX GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CAMIMEX GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNCNG,CNG,,CNG VIET NAM,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CNG VIET NAM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNCOM,COM,,MATERIALS - PETROLEUM CO.,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,MATERIALS - PETROLEUM CO.,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNCPC,CPC,,CANTHO PESTICIDES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CANTHO PESTICIDES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNCRC,CRC,,CREATE CAPITAL VIET NAM,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CREATE CAPITAL VIET NAM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCRE,CRE,,CENTURY LAND,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,CENTURY LAND,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCSC,CSC,,COTANA GROUP,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,COTANA GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNCSM,CSM,,THE SOUTHERN RUBBER INDUSTRY,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,THE SOUTHERN RUBBER INDUSTRY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,AUTOMOBILES & PARTS,CONSUMER GOODS
STKVNCSV,CSV,,SOUTH BASIC CHEMICALS,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,SOUTH BASIC CHEMICALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNCTB,CTB,,HAI DUONG PUMP MANUFACTURER,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HAI DUONG PUMP MANUFACTURER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCTC,CTC,,GIA LAI CTC CO.,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,GIA LAI CTC CO.,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKVNCTD,CTD,,COTECCONS CONSTRUCTION,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,COTECCONS CONSTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCTF,CTF,,CITY AUTO,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,CITY AUTO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,AUTOMOBILES & PARTS,CONSUMER GOODS
STKVNCTG,CTG,,VIETINBANK,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VIETINBANK,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BANKS,FINANCIALS
STKVNCTI,CTI,,CUONGTHUAN IDICO,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CUONGTHUAN IDICO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCTP,CTP,,THUONG PHU COFFEE,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,THUONG PHU COFFEE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNCTR,CTR,,VIETTEL CONSTRUCTION,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,VIETTEL CONSTRUCTION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCTS,CTS,,VIETINBANKSC,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,VIETINBANKSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FINANCIAL SERVICES,FINANCIALS
STKVNCTT,CTT,,VINACOMIN-MACHINERY,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINACOMIN-MACHINERY,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNCVN,CVN,,VINAM GROUP,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,VINAM GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCVT,CVT,,CMC JSC,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CMC JSC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNCX8,CX8,,CONSTREXIM NO. 8,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CONSTREXIM NO. 8,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVND11,D11,,REAL ESTATE 11,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,REAL ESTATE 11,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVND2D,D2D,,INDUSTRIAL URBAN DEVELOPMENT NO 2,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,INDUSTRIAL URBAN DEVELOPMENT NO 2,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNDAD,DAD,,DANANG EDUCATION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DANANG EDUCATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,MEDIA,CONSUMER SERVICES
STKVNDAE,DAE,,DA NANG EDUCATIONAL BOOKS,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DA NANG EDUCATIONAL BOOKS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,MEDIA,CONSUMER SERVICES
STKVNDAG,DAG,,DONGA PLASTIC,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DONGA PLASTIC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNDAH,DAH,,DONG A HOTEL GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DONG A HOTEL GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TRAVEL & LEISURE,CONSUMER SERVICES
STKVNDAT,DAT,,TRAVEL AND SEAFOODS DEVELOPMENT,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,TRAVEL AND SEAFOODS DEVELOPMENT,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNDBC,DBC,,DABACO,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DABACO,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,FOOD & BEVERAGE,CONSUMER GOODS
STKVNDBD,DBD,,BINH DINH PHARMACEUTICAL,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,BINH DINH PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDBT,DBT,,BEN TRE PHARMACEUTICAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,BEN TRE PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDC2,DC2,,DIC NO 2,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DIC NO 2,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDC4,DC4,,DIC NO.4,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DIC NO.4,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDCL,DCL,,CUU LONG PHARMACEUTICAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,CUU LONG PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDCM,DCM,,PETROVIETNAM CAMAU FERTILIZER,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PETROVIETNAM CAMAU FERTILIZER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNDDG,DDG,,INDOCHINE IMPORT EXPORT INVESTMENT INDUSTRIAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,INDOCHINE IMPORT EXPORT INVESTMENT INDUSTRIAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNDGC,DGC,,DUCGIANG CHEMICALS,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,DUCGIANG CHEMICALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNDGW,DGW,,DIGIWORLD CORPORATION,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DIGIWORLD CORPORATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,RETAIL,CONSUMER SERVICES
STKVNDHA,DHA,,HOA AN STONES AND MATERIALS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HOA AN STONES AND MATERIALS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDHC,DHC,,DONG HAI BENTRE,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DONG HAI BENTRE,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNDHG,DHG,,HAU GIANG PHARMACEUTICAL,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,HAU GIANG PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDHM,DHM,,DUONG HIEU MINING,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DUONG HIEU MINING,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,BASIC RESOURCES,BASIC MATERIALS
STKVNDHP,DHP,,HAI PHONG ELECTRICAL MECHANICAL,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HAI PHONG ELECTRICAL MECHANICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNDHT,DHT,,HA TAY PHARMACEUTICAL,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,HA TAY PHARMACEUTICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDIG,DIG,,DIC CORP,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,DIC CORP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNDIH,DIH,,DIC HOI AN,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DIC HOI AN,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDL1,DL1,,DUC LONG GIA LAI STATION,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DUC LONG GIA LAI STATION,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,INDUSTRIAL GOODS & SERVICES,INDUSTRIALS
STKVNDLG,DLG,,DUC LONG GIA LAI GROUP,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DUC LONG GIA LAI GROUP,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,REAL ESTATE,FINANCIALS
STKVNDMC,DMC,,DOMESCO MEDICAL,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DOMESCO MEDICAL,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDNC,DNC,,HAIPHONG ELECTRICITY WATER MACHINES,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,HAIPHONG ELECTRICITY WATER MACHINES,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,UTILITIES,UTILITIES
STKVNDNP,DNP,,DONG NAI PLASTIC,HNX,MID,VND,VIETNAM,ASIA,2024-10-01,DONG NAI PLASTIC,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDP3,DP3,,FORIPHARM,HNX,SMALL,VND,VIETNAM,ASIA,2024-10-01,FORIPHARM,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,HEALTH CARE,HEALTH CARE
STKVNDPG,DPG,,DAT PHUONG,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DAT PHUONG,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CONSTRUCTION & MATERIALS,INDUSTRIALS
STKVNDPM,DPM,,PHU MY FERTILIZER,HSX,LARGE,VND,VIETNAM,ASIA,2024-10-01,PHU MY FERTILIZER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNDPR,DPR,,DONG PHU RUBBER,HSX,MID,VND,VIETNAM,ASIA,2024-10-01,DONG PHU RUBBER,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,CHEMICALS,BASIC MATERIALS
STKVNDQC,DQC,,DIEN QUANG BULBS,HSX,SMALL,VND,VIETNAM,ASIA,2024-10-01,DIEN QUANG BULBS,VIETNAM,VNI,2024-10-02,2024-10-02,2024-10-02 11:30:33,TOBACCO,CONSUMER GOODS
